PID,Condition,YearofBirth,Gender,VideoGameUsage,VideoGameFreq,GamingExpertise,LikePlaying,NumberGames,DelayAware,GamesRegularyPlayed,DS,TA,SA,PR,DoF,CQ,IoA,RA,FF,ToI,SAI,TAI,PRI,DoFI,FFI,CQI,IoAI,RAI,ToII,Open
1,18,1996,Male,1,1,3,3,50,5,"GTA 4, Fifa 16, Skate 3, CoD Black Ops 2",2,4,2,3,2,3,3,1,3,3,56,50,50,42,60,60,50,44,60,frequency of delays
1,19,1996,Male,1,1,3,3,50,5,"GTA 4, Fifa 16, Skate 3, CoD Black Ops 2",2,4,3,3,2,3,3,1,3,3,56,50,50,42,60,60,50,44,60,frequency of delays
1,20,1996,Male,1,1,3,3,50,5,"GTA 4, Fifa 16, Skate 3, CoD Black Ops 2",2,5,4,4,2,3,3,3,3,3,56,50,50,42,60,60,50,44,60,frequency of delays
1,21,1996,Male,1,1,3,3,50,5,"GTA 4, Fifa 16, Skate 3, CoD Black Ops 2",2,3,4,3,4,3,2,2,2,4,56,50,50,42,60,60,50,44,60,frequency of delays
1,22,1996,Male,1,1,3,3,50,5,"GTA 4, Fifa 16, Skate 3, CoD Black Ops 2",2,4,4,2,4,3,3,3,3,4,56,50,50,42,60,60,50,44,60,frequency of delays
1,23,1996,Male,1,1,3,3,50,5,"GTA 4, Fifa 16, Skate 3, CoD Black Ops 2",2,5,2,3,1,3,3,1,3,3,56,50,50,42,60,60,50,44,60,frequency of delays
1,24,1996,Male,1,1,3,3,50,5,"GTA 4, Fifa 16, Skate 3, CoD Black Ops 2",2,3,1,3,1,3,3,1,2,3,56,50,50,42,60,60,50,44,60,frequency of delays
1,25,1996,Male,1,1,3,3,50,5,"GTA 4, Fifa 16, Skate 3, CoD Black Ops 2",2,3,2,3,1,3,3,1,2,3,56,50,50,42,60,60,50,44,60,frequency of delays
1,26,1996,Male,1,1,3,3,50,5,"GTA 4, Fifa 16, Skate 3, CoD Black Ops 2",2,4,2,3,1,3,3,1,3,3,56,50,50,42,60,60,50,44,60,frequency of delays
1,27,1996,Male,1,1,3,3,50,5,"GTA 4, Fifa 16, Skate 3, CoD Black Ops 2",2,5,2,4,1,3,3,1,3,3,56,50,50,42,60,60,50,44,60,frequency of delays
1,28,1996,Male,1,1,3,3,50,5,"GTA 4, Fifa 16, Skate 3, CoD Black Ops 2",1,3,2,2,3,2,2,1,3,3,56,50,50,42,60,60,50,44,60,frequency of delays
1,29,1996,Male,1,1,3,3,50,5,"GTA 4, Fifa 16, Skate 3, CoD Black Ops 2",1,3,2,2,3,2,3,2,3,3,56,50,50,42,60,60,50,44,60,frequency of delays
1,30,1996,Male,1,1,3,3,50,5,"GTA 4, Fifa 16, Skate 3, CoD Black Ops 2",2,5,4,3,5,3,3,3,3,5,56,50,50,42,60,60,50,44,60,frequency of delays
