PID,Condition,YearofBirth,Gender,VideoGameUsage,VideoGameFreq,GamingExpertise,LikePlaying,NumberGames,DelayAware,GamesRegularyPlayed,DS,TA,SA,PR,DoF,CQ,IoA,RA,FF,ToI,SAI,TAI,PRI,DoFI,FFI,CQI,IoAI,RAI,ToII,Open
7,20,1995,Male,5,1,4,5,50,4,"DOTA 2, Resident Evil, GTA V, The Elder Scrolls (all parts), Mass Effect, DayZ",2,5,3,2,2,3,3,1,1,2,60,60,30,20,20,60,60,40,50,Severity of punishment for incorrect action (lost game - lost rank in leadership board.)
7,17,1995,Male,5,1,4,5,50,4,"DOTA 2, Resident Evil, GTA V, The Elder Scrolls (all parts), Mass Effect, DayZ",2,2,3,2,2,3,3,1,1,4,60,60,30,20,20,60,60,40,50,Severity of punishment for incorrect action (lost game - lost rank in leadership board.)
7,29,1995,Male,5,1,4,5,50,4,"DOTA 2, Resident Evil, GTA V, The Elder Scrolls (all parts), Mass Effect, DayZ",2,3,3,3,3,2,3,1,2,1,60,60,30,20,20,60,60,40,50,Severity of punishment for incorrect action (lost game - lost rank in leadership board.)
7,27,1995,Male,5,1,4,5,50,4,"DOTA 2, Resident Evil, GTA V, The Elder Scrolls (all parts), Mass Effect, DayZ",1,3,1,2,1,3,3,1,2,3,60,60,30,20,20,60,60,40,50,Severity of punishment for incorrect action (lost game - lost rank in leadership board.)
7,21,1995,Male,5,1,4,5,50,4,"DOTA 2, Resident Evil, GTA V, The Elder Scrolls (all parts), Mass Effect, DayZ",1,2,2,2,4,2,3,1,3,5,60,60,30,20,20,60,60,40,50,Severity of punishment for incorrect action (lost game - lost rank in leadership board.)
7,1,1995,Male,5,1,4,5,50,4,"DOTA 2, Resident Evil, GTA V, The Elder Scrolls (all parts), Mass Effect, DayZ",1,1,2,1,4,1,2,1,3,-1,60,60,30,20,20,60,60,40,50,Severity of punishment for incorrect action (lost game - lost rank in leadership board.)
7,22,1995,Male,5,1,4,5,50,4,"DOTA 2, Resident Evil, GTA V, The Elder Scrolls (all parts), Mass Effect, DayZ",2,3,4,2,4,2,3,1,3,5,60,60,30,20,20,60,60,40,50,Severity of punishment for incorrect action (lost game - lost rank in leadership board.)
7,13,1995,Male,5,1,4,5,50,4,"DOTA 2, Resident Evil, GTA V, The Elder Scrolls (all parts), Mass Effect, DayZ",1,3,2,5,4,3,3,1,2,1,60,60,30,20,20,60,60,40,50,Severity of punishment for incorrect action (lost game - lost rank in leadership board.)
7,0,1995,Male,5,1,4,5,50,4,"DOTA 2, Resident Evil, GTA V, The Elder Scrolls (all parts), Mass Effect, DayZ",2,5,4,5,5,3,3,3,3,5,60,60,30,20,20,60,60,40,50,Severity of punishment for incorrect action (lost game - lost rank in leadership board.)
7,99,1995,Male,5,1,4,5,50,4,"DOTA 2, Resident Evil, GTA V, The Elder Scrolls (all parts), Mass Effect, DayZ",High temporal accuracy and spatial accuracy needed. High consequences of permadeath and important actions.,Lots of players moving around a lot. High DoF. ,Small cross to aim. ,"Battle Royale with a 100 players, big map. Map predictability cannot compensate for random player encounters.",Mouse and keyboard have 4 directions each.,End of round in case of death.,Not placing a shot fast enough or building a cover can result in death.,Constant shooting and building required.,Hit feedback and preview of built structures allow players to stop or continue with action.,Continuous for aiming and discontinous for running/stopping.,60,60,30,20,20,60,60,40,50,Severity of punishment for incorrect action (lost game - lost rank in leadership board.)
